"object_number","object_name","dimensions","reproduction.path"
"NK486","kom","hoogte 8 cm; diameter 29 cm","NK_collectie/images_remove_frame/694635ba-c2f7-c0c3-bf47-740fc656271b.jpg"
"NK486","kom","hoogte 8 cm; diameter 29 cm","NK_collectie/images_remove_frame/c701df05-6f41-10ba-a7e7-ad4c583765d7.jpg"
"NK486","kom","hoogte 8 cm; diameter 29 cm","NK_collectie/images_remove_frame/2baf695b-9b28-83d7-33cb-d16a6afae883.jpg"
"NK486","kom","hoogte 8 cm; diameter 29 cm","NK_collectie/images_remove_frame/311cdee4-3223-3298-42ca-48b28c4a5b09.jpg"
"NK487","kom","hoogte 7 cm; diameter 24.5 cm","NK_collectie/images_remove_frame/e63eee9b-5ba9-08fb-f864-b724be8ac13c.jpg"
"NK487","kom","hoogte 7 cm; diameter 24.5 cm","NK_collectie/images_remove_frame/d5a4ea7a-bf7a-8a41-7710-9389b0c35c1c.jpg"
"NK487","kom","hoogte 7 cm; diameter 24.5 cm","NK_collectie/images_remove_frame/577da8a9-d9b9-7052-8b0d-7a47653a6265.jpg"
"NK487","kom","hoogte 7 cm; diameter 24.5 cm","NK_collectie/images_remove_frame/06e4ca35-7233-84f2-65b9-dbb5a545cc27.jpg"
"NK487","kom","hoogte 7 cm; diameter 24.5 cm","NK_collectie/images_remove_frame/3a36d810-1626-c826-7a8a-be6e77aee064.jpg"
"NK487","kom","hoogte 7 cm; diameter 24.5 cm","NK_collectie/images_remove_frame/69ce2436-cdc2-ebcb-97eb-d9d4159ef093.jpg"
"NK487","kom","hoogte 7 cm; diameter 24.5 cm","NK_collectie/images_remove_frame/cf18f929-1fa9-b8b1-c81f-8af53a157b76.jpg"
"NK492","bokaal","hoogte 24 cm; diameter 9.5 cm","NK_collectie/images_remove_frame/c4c749e7-1cf4-6586-1aa5-6261dfe3cf7e.jpg"
"NK492","bokaal","hoogte 24 cm; diameter 9.5 cm","NK_collectie/images_remove_frame/c21ddb11-722b-5f6d-9004-5849aef5f2b7.jpg"
"NK492","bokaal","hoogte 24 cm; diameter 9.5 cm","NK_collectie/images_remove_frame/9ba61a31-4cfd-3080-ae8a-ed5d1735da40.jpg"
"NK492","bokaal","hoogte 24 cm; diameter 9.5 cm","NK_collectie/images_remove_frame/842650f3-fd80-833a-a097-d03b7ae46e35.jpg"
"NK493","bokaal","hoogte 17.3 cm; ""diepte / diameter"" 10.2 cm","NK_collectie/images_remove_frame/894bca1c-8ab0-90a4-314a-8e3b9adcab67.jpg"
"NK493","bokaal","hoogte 17.3 cm; ""diepte / diameter"" 10.2 cm","NK_collectie/images_remove_frame/ba769de2-f62e-eb7e-6a86-728bc37c3bba.jpg"
"NK493","bokaal","hoogte 17.3 cm; ""diepte / diameter"" 10.2 cm","NK_collectie/images_remove_frame/d56eacd0-99ee-5a51-3714-87b0feaaaa28.jpg"
"NK493","bokaal","hoogte 17.3 cm; ""diepte / diameter"" 10.2 cm","NK_collectie/images_remove_frame/0838c229-e106-325e-2b58-e4b99109d2bc.jpg"
"NK495-A","mes","hoogte 15.5 cm; breedte 1.7 cm; diepte 1 cm","NK_collectie/images_remove_frame/1333fa72-e595-9ddb-aca2-d39f10839102.jpg"
"NK495-A-B","mes","  ","NK_collectie/images_remove_frame/09547895-b08e-203e-6edd-83156417d6de.jpg"
"NK495-A-B","mes","  ","NK_collectie/images_remove_frame/1333fa72-e595-9ddb-aca2-d39f10839102.jpg"
"NK495-A-B","mes","  ","NK_collectie/images_remove_frame/e6408b75-2582-984e-b061-3ce69c409abc.jpg"
"NK495-B","vork","hoogte 14.5 cm; breedte 1 cm; diepte 1 cm","NK_collectie/images_remove_frame/e6408b75-2582-984e-b061-3ce69c409abc.jpg"
"NK496","mes","hoogte 28.3 cm; breedte 3.2 cm; diepte 2.4 cm","NK_collectie/images_remove_frame/c907c2e7-70ef-e8e7-36aa-22b8400e5eeb.jpg"
"NK496","mes","hoogte 28.3 cm; breedte 3.2 cm; diepte 2.4 cm","NK_collectie/images_remove_frame/9e12c820-f778-5c77-1656-70d167dc3514.jpg"
"NK497-A","kandelaar","hoogte 30 cm; breedte 30 cm; diepte 10 cm; hoogte 18.5 cm; diameter 10 cm","NK_collectie/images_remove_frame/66557514-63c9-095b-c374-d1d3f770131e.jpg"
"NK497-A","kandelaar","hoogte 30 cm; breedte 30 cm; diepte 10 cm; hoogte 18.5 cm; diameter 10 cm","NK_collectie/images_remove_frame/a8c4766b-5f39-ecd3-25a9-31db2193b663.jpg"
"NK497-A","kandelaar","hoogte 30 cm; breedte 30 cm; diepte 10 cm; hoogte 18.5 cm; diameter 10 cm","NK_collectie/images_remove_frame/81833776-b7f0-1bfb-5b84-bf9bd362f04a.jpg"
"NK497-A-B","kandelaar","  ","NK_collectie/images_remove_frame/1d005cef-b2e0-3a43-2eac-e655961f099b.jpg"
"NK497-A-B","kandelaar","  ","NK_collectie/images_remove_frame/6252a571-f945-423f-fe7e-7b47c8759aaa.jpg"
"NK497-A-B","kandelaar","  ","NK_collectie/images_remove_frame/81833776-b7f0-1bfb-5b84-bf9bd362f04a.jpg"
"NK497-B","kandelaar","hoogte 30 cm; breedte 30 cm; diepte 10 cm; hoogte 18.5 cm; diameter 10 cm","NK_collectie/images_remove_frame/88fc9525-3f9d-90fc-99a4-0be64535e396.jpg"
"NK497-B","kandelaar","hoogte 30 cm; breedte 30 cm; diepte 10 cm; hoogte 18.5 cm; diameter 10 cm","NK_collectie/images_remove_frame/98e0812f-5757-eef2-a420-9a27c4961b06.jpg"
"NK497-B","kandelaar","hoogte 30 cm; breedte 30 cm; diepte 10 cm; hoogte 18.5 cm; diameter 10 cm","NK_collectie/images_remove_frame/6252a571-f945-423f-fe7e-7b47c8759aaa.jpg"
"NK50","commode","hoogte 88 cm; breedte 102 cm; diepte 60 cm","NK_collectie/images_remove_frame/a009a643-68e4-e7fa-7061-118a15264b35.jpg"
"NK50","commode","hoogte 88 cm; breedte 102 cm; diepte 60 cm","NK_collectie/images_remove_frame/c454c6ca-2d51-da13-62b3-0a1bb59f18d3.jpg"
"NK50","commode","hoogte 88 cm; breedte 102 cm; diepte 60 cm","NK_collectie/images_remove_frame/9b43ce4a-e8b2-cc3f-a191-8e8e795a8789.jpg"
"NK50","commode","hoogte 88 cm; breedte 102 cm; diepte 60 cm","NK_collectie/images_remove_frame/090c59f4-7065-eeff-b550-7c3ec296e185.jpg"
"NK500-A","kandelaber","hoogte 49.5 cm; ""diepte / diameter"" 18.5 cm","NK_collectie/images_remove_frame/dad7c4fc-4a87-b6ac-7b2a-1a08b95951a3.jpg"
"NK500-A","kandelaber","hoogte 49.5 cm; ""diepte / diameter"" 18.5 cm","NK_collectie/images_remove_frame/8288e54f-53be-0dcd-0d43-8d7e08c740ec.jpg"
"NK501","kandelaar","hoogte 37 cm; breedte 30 cm; diepte 12 cm; hoogte 27 cm; breedte 10 cm; diepte 10 cm","NK_collectie/images_remove_frame/bd7a97cd-330b-c6b3-437f-9d0386fcfed1.jpg"
"NK501","kandelaar","hoogte 37 cm; breedte 30 cm; diepte 12 cm; hoogte 27 cm; breedte 10 cm; diepte 10 cm","NK_collectie/images_remove_frame/c8a8adba-0d65-b54c-20bc-7524d06309e7.jpg"
"NK501","kandelaar","hoogte 37 cm; breedte 30 cm; diepte 12 cm; hoogte 27 cm; breedte 10 cm; diepte 10 cm","NK_collectie/images_remove_frame/c576a1fc-7ee9-b4bc-1dd2-d734f951581d.jpg"
"NK502-A","bord","hoogte 3 cm; diameter 22.5 cm","NK_collectie/images_remove_frame/dcf3ae40-f9b9-bfad-4669-f8bda8db5636.jpg"
"NK502-A","bord","hoogte 3 cm; diameter 22.5 cm","NK_collectie/images_remove_frame/6bc95e3d-75e6-39ef-69ae-e59cd314b5f5.jpg"
"NK502-A","bord","hoogte 3 cm; diameter 22.5 cm","NK_collectie/images_remove_frame/c9806c55-07ed-f9dc-993a-8010824a49af.jpg"
"NK502-A-B","bord","  ","NK_collectie/images_remove_frame/c9806c55-07ed-f9dc-993a-8010824a49af.jpg"
"NK502-B","bord","hoogte 3 cm; diameter 22.5 cm","NK_collectie/images_remove_frame/80e89041-1183-bd26-5296-ca1757f52da7.jpg"
"NK502-B","bord","hoogte 3 cm; diameter 22.5 cm","NK_collectie/images_remove_frame/befad8f6-026d-cb82-2e28-fd8eb609d3b7.jpg"
"NK502-B","bord","hoogte 3 cm; diameter 22.5 cm","NK_collectie/images_remove_frame/c9806c55-07ed-f9dc-993a-8010824a49af.jpg"
"NK503-A-C","dekselvaas","  ","NK_collectie/images_remove_frame/8adc28c5-2c11-7e76-cbbb-3313220cdcb3.jpg"
"NK503-A1-2","dekselvaas","hoogte 34 cm","NK_collectie/images_remove_frame/8adc28c5-2c11-7e76-cbbb-3313220cdcb3.jpg"
"NK503-B1-2","dekselvaas","hoogte 34 cm","NK_collectie/images_remove_frame/8adc28c5-2c11-7e76-cbbb-3313220cdcb3.jpg"
"NK503-C1-2","dekselvaas","hoogte 34 cm","NK_collectie/images_remove_frame/8adc28c5-2c11-7e76-cbbb-3313220cdcb3.jpg"
"NK51","settee","hoogte 89 cm; breedte 100 cm; ""diepte / diameter"" 47 cm","NK_collectie/images_remove_frame/2e5db2a1-1c76-f3ed-b5ba-66f8b8e4a22c.jpg"
"NK51","settee","hoogte 89 cm; breedte 100 cm; ""diepte / diameter"" 47 cm","NK_collectie/images_remove_frame/d1cf8d5b-36cc-5c27-f48f-16b3134a788e.jpg"
"NK51","settee","hoogte 89 cm; breedte 100 cm; ""diepte / diameter"" 47 cm","NK_collectie/images_remove_frame/7ec7814a-dd5a-fc14-ee7b-0a7aae298d31.jpg"
"NK51","settee","hoogte 89 cm; breedte 100 cm; ""diepte / diameter"" 47 cm","NK_collectie/images_remove_frame/2aa1d3eb-3c9a-b1f3-39b1-cc0ce7e3b826.jpg"
"NK52","kabinetkast","hoogte 242 cm; breedte 172 cm; diepte 59 cm","NK_collectie/images_remove_frame/1687c651-76a7-9a1f-42b5-2677dc4c8ebd.jpg"
"NK52","kabinetkast","hoogte 242 cm; breedte 172 cm; diepte 59 cm","NK_collectie/images_remove_frame/2a5459ea-3a93-83b3-4b01-5dcf6b1bffe6.jpg"
"NK52","kabinetkast","hoogte 242 cm; breedte 172 cm; diepte 59 cm","NK_collectie/images_remove_frame/1546ca49-2049-eeb7-6bf3-aae3baf3e1b9.jpg"
"NK521-A","bord","hoogte 2.5 cm; ""diepte / diameter"" 22 cm","NK_collectie/images_remove_frame/1899ee57-d9db-944b-de16-00391adf5df2.jpg"
"NK521-A","bord","hoogte 2.5 cm; ""diepte / diameter"" 22 cm","NK_collectie/images_remove_frame/28727bcf-ae86-f1ee-3d7d-ea01601e7ad8.jpg"
"NK521-A-B","bord","  ","NK_collectie/images_remove_frame/28727bcf-ae86-f1ee-3d7d-ea01601e7ad8.jpg"
"NK521-A-B","bord","  ","NK_collectie/images_remove_frame/0e36b82c-2126-f5e3-cdeb-e7f10dadec00.jpg"
"NK521-B","bord","hoogte 2.5 cm; ""diepte / diameter"" 22 cm","NK_collectie/images_remove_frame/cc4abc78-406f-1cd2-6239-30c552971956.jpg"
"NK521-B","bord","hoogte 2.5 cm; ""diepte / diameter"" 22 cm","NK_collectie/images_remove_frame/0e36b82c-2126-f5e3-cdeb-e7f10dadec00.jpg"
"NK535-A","muil","hoogte 2.3 cm; breedte 2.6 cm; diameter 6.6 cm","NK_collectie/images_remove_frame/9096aab9-5dcb-f1cf-e4b2-59896b10e1fb.jpg"
"NK535-A","muil","hoogte 2.3 cm; breedte 2.6 cm; diameter 6.6 cm","NK_collectie/images_remove_frame/c56ace5b-7200-a4d8-d206-888ab92f1030.jpg"
"NK535-A","muil","hoogte 2.3 cm; breedte 2.6 cm; diameter 6.6 cm","NK_collectie/images_remove_frame/8b2acfdf-e6e5-c70a-0ee0-9ae25bc93488.jpg"
"NK535-A","muil","hoogte 2.3 cm; breedte 2.6 cm; diameter 6.6 cm","NK_collectie/images_remove_frame/4e0e751b-95a6-b35c-4450-1f04fb23a467.jpg"
"NK535-A-D","muil","  ","NK_collectie/images_remove_frame/4e0e751b-95a6-b35c-4450-1f04fb23a467.jpg"
"NK535-B","muil","hoogte 2.3 cm; breedte 2.6 cm; diameter 6.6 cm","NK_collectie/images_remove_frame/670a5bf1-5129-47ae-f385-177a35695d95.jpg"
"NK535-B","muil","hoogte 2.3 cm; breedte 2.6 cm; diameter 6.6 cm","NK_collectie/images_remove_frame/50bc2070-9099-bbdc-20fc-da74af5a0ac7.jpg"
"NK535-B","muil","hoogte 2.3 cm; breedte 2.6 cm; diameter 6.6 cm","NK_collectie/images_remove_frame/4e0e751b-95a6-b35c-4450-1f04fb23a467.jpg"
"NK535-C","siervoorwerp","hoogte 7 cm","NK_collectie/images_remove_frame/38d731c4-6d72-d6ec-6503-25be969c0c6c.jpg"
"NK535-D","siervoorwerp","hoogte 7 cm","NK_collectie/images_remove_frame/5f610286-6d7a-66ff-2484-5c6bf3e769fc.jpg"
"NK535-D","siervoorwerp","hoogte 7 cm","NK_collectie/images_remove_frame/4e0e751b-95a6-b35c-4450-1f04fb23a467.jpg"
"NK547","bord","hoogte 3.3 cm; diameter 23 cm","NK_collectie/images_remove_frame/343dd012-3504-f512-9344-2a67bee72703.jpg"
"NK547","bord","hoogte 3.3 cm; diameter 23 cm","NK_collectie/images_remove_frame/6234023b-681b-38f3-7d53-2cb2bdb23ac7.jpg"
"NK55","haardscherm","hoogte 113 cm; breedte 80 cm","NK_collectie/images_remove_frame/f09ef40b-899d-ea9d-c597-70bc94dfc8fd.jpg"
"NK55","haardscherm","hoogte 113 cm; breedte 80 cm","NK_collectie/images_remove_frame/d8e4bf81-b7b8-eca9-435b-4c791ffef26d.jpg"
"NK552","beeldenkast","hoogte 208 cm; breedte 165 cm; diepte 70 cm","NK_collectie/images_remove_frame/6a6b3fea-bf10-dade-396c-0b645040479f.jpg"
"NK552","beeldenkast","hoogte 208 cm; breedte 165 cm; diepte 70 cm","NK_collectie/images_remove_frame/8fca3683-169e-58d4-a5be-e3c4019090c3.jpg"
"NK552","beeldenkast","hoogte 208 cm; breedte 165 cm; diepte 70 cm","NK_collectie/images_remove_frame/5c8d76be-2885-58ab-4cb9-b8aebf5c1610.jpg"
"NK552","beeldenkast","hoogte 208 cm; breedte 165 cm; diepte 70 cm","NK_collectie/images_remove_frame/dbce34a9-8cae-7cf1-1954-80f4da9ffe84.jpg"
"NK555","pilasterkast","hoogte 175 cm; breedte 114 cm; ""diepte / diameter"" 57 cm","NK_collectie/images_remove_frame/82d4d025-d78b-7465-bc19-00bc12439217.jpg"
"NK555","pilasterkast","hoogte 175 cm; breedte 114 cm; ""diepte / diameter"" 57 cm","NK_collectie/images_remove_frame/b23f2ea6-67ac-4390-4aa5-2d69039a8beb.jpg"
"NK555","pilasterkast","hoogte 175 cm; breedte 114 cm; ""diepte / diameter"" 57 cm","NK_collectie/images_remove_frame/a1cf465f-3116-bc9a-826c-059d4b42b011.jpg"
"NK557","kruisvoetkabinet","hoogte 217 cm; breedte 184 cm; diepte 62 cm","NK_collectie/images_remove_frame/90e0b368-cdb3-1053-3c56-4ead80de239b.jpg"
"NK557","kruisvoetkabinet","hoogte 217 cm; breedte 184 cm; diepte 62 cm","NK_collectie/images_remove_frame/826aac0f-e8d2-d5b5-2e07-4a51dbae993e.jpg"
"NK557","kruisvoetkabinet","hoogte 217 cm; breedte 184 cm; diepte 62 cm","NK_collectie/images_remove_frame/66452b1c-339d-a868-0bbf-82e5d5d2466c.jpg"
"NK557","kruisvoetkabinet","hoogte 217 cm; breedte 184 cm; diepte 62 cm","NK_collectie/images_remove_frame/cb1ace1e-33b4-48da-55b6-18b3a5a93c24.jpg"
"NK559","theetafel","hoogte 76 cm; breedte 77 cm; ""diepte / diameter"" 53.5 cm","NK_collectie/images_remove_frame/8151c82b-69dc-b350-59c3-267c8b4f0aab.jpg"
"NK559","theetafel","hoogte 76 cm; breedte 77 cm; ""diepte / diameter"" 53.5 cm","NK_collectie/images_remove_frame/4b8b226b-8ea5-5f9c-8bc7-581e2b2da301.jpg"
"NK56","kabinetkast","hoogte 239 cm; breedte 193 cm; ""diepte / diameter"" 72 cm","NK_collectie/images_remove_frame/d9bf8f64-cda0-cd6b-80bb-5f4a16e88921.jpg"
"NK561","klok (uurwerk)","hoogte 26 cm; ""diepte / diameter"" 26.5 cm; gewicht 11.2 kg","NK_collectie/images_remove_frame/59e3ae12-3f75-cb3b-e339-f4a4f9539454.jpg"
"NK561","klok (uurwerk)","hoogte 26 cm; ""diepte / diameter"" 26.5 cm; gewicht 11.2 kg","NK_collectie/images_remove_frame/4eccff0f-4669-ed4f-0534-4c0c77c9f7bf.jpg"
"NK561","klok (uurwerk)","hoogte 26 cm; ""diepte / diameter"" 26.5 cm; gewicht 11.2 kg","NK_collectie/images_remove_frame/407ff897-74af-db7e-3074-72d294e35615.jpg"
"NK561","klok (uurwerk)","hoogte 26 cm; ""diepte / diameter"" 26.5 cm; gewicht 11.2 kg","NK_collectie/images_remove_frame/97d42769-080c-b706-91e6-a7aaf222ae7a.jpg"
"NK561","klok (uurwerk)","hoogte 26 cm; ""diepte / diameter"" 26.5 cm; gewicht 11.2 kg","NK_collectie/images_remove_frame/2616ab83-b4fa-fb05-f9d4-81bbeb701c9a.jpg"
"NK561","klok (uurwerk)","hoogte 26 cm; ""diepte / diameter"" 26.5 cm; gewicht 11.2 kg","NK_collectie/images_remove_frame/b27b189c-4aa5-30b5-41a8-6eef4df12c96.jpg"
"NK561","klok (uurwerk)","hoogte 26 cm; ""diepte / diameter"" 26.5 cm; gewicht 11.2 kg","NK_collectie/images_remove_frame/369ec22b-a078-3ad2-8f12-9cce8060dd9d.jpg"
"NK569-A","papkom","hoogte 6.5 cm; breedte 13 cm; diepte 13.5 cm","NK_collectie/images_remove_frame/c907bcf5-b050-0134-6c52-8c01b5bc4b4b.jpg"
"NK569-A","papkom","hoogte 6.5 cm; breedte 13 cm; diepte 13.5 cm","NK_collectie/images_remove_frame/d8213120-bbf4-b95c-6218-8615bc037456.jpg"
"NK569-A","papkom","hoogte 6.5 cm; breedte 13 cm; diepte 13.5 cm","NK_collectie/images_remove_frame/ed307916-1aaa-b223-5976-f5acbd40f11c.jpg"
"NK569-A","papkom","hoogte 6.5 cm; breedte 13 cm; diepte 13.5 cm","NK_collectie/images_remove_frame/54e3083d-4e8c-22f9-5154-9d3b8b55f968.jpg"
"NK569-A","papkom","hoogte 6.5 cm; breedte 13 cm; diepte 13.5 cm","NK_collectie/images_remove_frame/8a3f1d78-3e0a-aa39-5fb8-fdbcd8205675.jpg"
"NK569-A","papkom","hoogte 6.5 cm; breedte 13 cm; diepte 13.5 cm","NK_collectie/images_remove_frame/1c222221-f63f-9484-c4b1-7ad39f4fcadf.jpg"
"NK569-A","papkom","hoogte 6.5 cm; breedte 13 cm; diepte 13.5 cm","NK_collectie/images_remove_frame/584d2c7b-2d8b-89c8-26b4-101a44747ae4.jpg"
"NK569-A-B","papkom","  ","NK_collectie/images_remove_frame/c9ea5d9c-60b4-96bd-d940-c5ff5fabd769.jpg"
"NK569-A-B","papkom","  ","NK_collectie/images_remove_frame/584d2c7b-2d8b-89c8-26b4-101a44747ae4.jpg"
"NK569-B","papkom","hoogte 7 cm; breedte 13 cm; diepte 11.5 cm","NK_collectie/images_remove_frame/8a0da8f2-00f0-c06d-906b-d48166581082.jpg"
"NK569-B","papkom","hoogte 7 cm; breedte 13 cm; diepte 11.5 cm","NK_collectie/images_remove_frame/48eaf930-390b-b122-2200-bd306f479710.jpg"
"NK569-B","papkom","hoogte 7 cm; breedte 13 cm; diepte 11.5 cm","NK_collectie/images_remove_frame/1af39066-35a9-8163-cad9-28b6f2a180fd.jpg"
"NK569-B","papkom","hoogte 7 cm; breedte 13 cm; diepte 11.5 cm","NK_collectie/images_remove_frame/bb252e9f-1699-bd0a-026a-4bab8ce01412.jpg"
"NK569-B","papkom","hoogte 7 cm; breedte 13 cm; diepte 11.5 cm","NK_collectie/images_remove_frame/508c7193-9b7b-b57a-334b-3c54aa756d5f.jpg"
"NK569-B","papkom","hoogte 7 cm; breedte 13 cm; diepte 11.5 cm","NK_collectie/images_remove_frame/5acfff8e-624c-f24a-2a5a-b7e252df7b42.jpg"
"NK569-B","papkom","hoogte 7 cm; breedte 13 cm; diepte 11.5 cm","NK_collectie/images_remove_frame/584d2c7b-2d8b-89c8-26b4-101a44747ae4.jpg"
"NK574-A","fles","hoogte 31 cm","NK_collectie/images_remove_frame/d7fbe359-b9d9-a707-fbc8-c29a27e78868.jpg"
"NK574-A","fles","hoogte 31 cm","NK_collectie/images_remove_frame/64a1567e-a338-d223-7d43-cbcf930d10b7.jpg"
"NK574-A","fles","hoogte 31 cm","NK_collectie/images_remove_frame/a1fd84ea-b731-8439-1bdd-4e7b91960f6a.jpg"
"NK574-A","fles","hoogte 31 cm","NK_collectie/images_remove_frame/f6c8d972-3619-8014-6249-41a1a31e2840.jpg"
"NK574-A","fles","hoogte 31 cm","NK_collectie/images_remove_frame/5b02bdc8-c248-4323-6322-62fcc97a06e7.jpg"
"NK574-A-B","vaas","  ","NK_collectie/images_remove_frame/f6c8d972-3619-8014-6249-41a1a31e2840.jpg"
"NK574-A-B","vaas","  ","NK_collectie/images_remove_frame/5b02bdc8-c248-4323-6322-62fcc97a06e7.jpg"
"NK574-B","fles","hoogte 31 cm","NK_collectie/images_remove_frame/fae1699b-b8e6-df59-e532-1a339a02fc8b.jpg"
"NK574-B","fles","hoogte 31 cm","NK_collectie/images_remove_frame/6a4310df-9880-44a8-e566-1c964771e1d4.jpg"
"NK574-B","fles","hoogte 31 cm","NK_collectie/images_remove_frame/3267757e-a792-47fe-aee9-55e608c79d04.jpg"
"NK574-B","fles","hoogte 31 cm","NK_collectie/images_remove_frame/f6c8d972-3619-8014-6249-41a1a31e2840.jpg"
"NK574-B","fles","hoogte 31 cm","NK_collectie/images_remove_frame/5b02bdc8-c248-4323-6322-62fcc97a06e7.jpg"
"NK576-A","kandelaber","hoogte 45 cm; diameter 24 cm","NK_collectie/images_remove_frame/6ab60a8c-42f2-4797-03a4-8ad892cd3ec5.jpg"
"NK576-A","kandelaber","hoogte 45 cm; diameter 24 cm","NK_collectie/images_remove_frame/a738e5c0-aa91-f4d3-1873-136897ab3a17.jpg"
"NK576-A","kandelaber","hoogte 45 cm; diameter 24 cm","NK_collectie/images_remove_frame/5dce6426-b98a-cc75-2bb1-513d9018004a.jpg"
"NK576-A","kandelaber","hoogte 45 cm; diameter 24 cm","NK_collectie/images_remove_frame/56e9f98e-90ed-15da-f643-01796fffcdd1.jpg"
"NK576-A-B","kandelaber","  ","NK_collectie/images_remove_frame/fa7afa0f-81b0-84df-5d71-ea178f7c5dff.jpg"
"NK576-A-B","kandelaber","  ","NK_collectie/images_remove_frame/31b5bf86-19e3-3495-a500-2dadb6df7ac1.jpg"
"NK576-B","kandelaber","hoogte 45 cm; diameter 24 cm","NK_collectie/images_remove_frame/358d4901-8795-e782-7d12-ba2355028565.jpg"
"NK576-B","kandelaber","hoogte 45 cm; diameter 24 cm","NK_collectie/images_remove_frame/9c70877b-18b4-9404-9700-eef008d97dc6.jpg"
"NK576-B","kandelaber","hoogte 45 cm; diameter 24 cm","NK_collectie/images_remove_frame/d1fec1c1-6173-146f-a490-525e53cf69d5.jpg"
"NK576-B","kandelaber","hoogte 45 cm; diameter 24 cm","NK_collectie/images_remove_frame/de836f44-e0ee-b8cf-d4d4-b87387fce6af.jpg"
"NK578-A","bokaal","hoogte 21 cm; diameter 9 cm","NK_collectie/images_remove_frame/5262fc3f-4e8c-51b8-a5fe-6568a5f7d2d5.jpg"
"NK578-A","bokaal","hoogte 21 cm; diameter 9 cm","NK_collectie/images_remove_frame/30903c2b-8d5d-83a1-bc92-2355ddd521e7.jpg"
"NK578-A-B","bokaal","  ","NK_collectie/images_remove_frame/5c68812f-5901-fa5d-ca99-3a5b79b5ddf5.jpg"
"NK578-A-B","bokaal","  ","NK_collectie/images_remove_frame/04ddddd3-9a59-0109-20ba-2231af0cae28.jpg"
"NK578-A-B","bokaal","  ","NK_collectie/images_remove_frame/700f1bdb-250f-8e35-c666-d06720bc72fb.jpg"
"NK578-A-B","bokaal","  ","NK_collectie/images_remove_frame/1aa93516-e6eb-1dfb-11a3-1273593fbc5b.jpg"
"NK578-B","bokaal","hoogte 21 cm; diameter 8.5 cm","NK_collectie/images_remove_frame/ec7b7b4c-d1c8-8a3b-bfc0-6dfad3a84087.jpg"
"NK578-B","bokaal","hoogte 21 cm; diameter 8.5 cm","NK_collectie/images_remove_frame/360502f8-9fe2-4cab-b472-094249137121.jpg"
"NK579","bokaal","hoogte 21.8 cm; diameter 10 cm","NK_collectie/images_remove_frame/fbd9d4de-1e0d-28f8-0eaa-c1d781c1d3cc.jpg"
"NK579","bokaal","hoogte 21.8 cm; diameter 10 cm","NK_collectie/images_remove_frame/0972ade0-ac24-47c1-90f2-d832532109dd.jpg"
"NK579","bokaal","hoogte 21.8 cm; diameter 10 cm","NK_collectie/images_remove_frame/1b7346cf-ce63-9560-52d8-8e72d7015292.jpg"
"NK579","bokaal","hoogte 21.8 cm; diameter 10 cm","NK_collectie/images_remove_frame/264cc03c-0ec0-e27c-f726-84c4b2c60e7d.jpg"
"NK58","kabinetkast","hoogte 234 cm; breedte 156 cm; diepte 56 cm","NK_collectie/images_remove_frame/2c4df43f-4fde-8f8f-fe6e-d740aa64cb5b.jpg"
"NK58","kabinetkast","hoogte 234 cm; breedte 156 cm; diepte 56 cm","NK_collectie/images_remove_frame/71bb7836-b96d-ef93-56f2-b10e786d44cb.jpg"
"NK58","kabinetkast","hoogte 234 cm; breedte 156 cm; diepte 56 cm","NK_collectie/images_remove_frame/12d83a31-eab4-3dbc-20f6-3c09e147345e.jpg"
"NK58","kabinetkast","hoogte 234 cm; breedte 156 cm; diepte 56 cm","NK_collectie/images_remove_frame/a9ef5efe-f87f-28dd-69e6-4ee98fc12769.jpg"
"NK58","kabinetkast","hoogte 234 cm; breedte 156 cm; diepte 56 cm","NK_collectie/images_remove_frame/f43fa955-4ae6-9e7c-8b3e-5e19ffe97fb6.jpg"
"NK580-A","roemer","hoogte 17.3 cm; diameter 10 cm","NK_collectie/images_remove_frame/5ab87b10-a3f1-84bf-f758-ae96528bc2d6.jpg"
"NK580-A","roemer","hoogte 17.3 cm; diameter 10 cm","NK_collectie/images_remove_frame/8e9624ea-f4d9-65d4-f144-bf20a99ede40.jpg"
"NK580-A","roemer","hoogte 17.3 cm; diameter 10 cm","NK_collectie/images_remove_frame/ee027a46-4837-098b-f34e-484003387931.jpg"
"NK580-A","roemer","hoogte 17.3 cm; diameter 10 cm","NK_collectie/images_remove_frame/9edee02f-53de-88fe-9e43-456508149b17.jpg"
"NK580-C","beker","hoogte 7.3 cm; diameter 6.8 cm","NK_collectie/images_remove_frame/6c929d11-f2c3-a392-55b6-321487add37b.jpg"
"NK580-C","beker","hoogte 7.3 cm; diameter 6.8 cm","NK_collectie/images_remove_frame/27b32da0-91d9-5fa3-a8c0-59a551a62aa2.jpg"
"NK580-C","beker","hoogte 7.3 cm; diameter 6.8 cm","NK_collectie/images_remove_frame/82b88bdd-01e9-1532-b2d6-2591a8fd4484.jpg"
"NK580-C","beker","hoogte 7.3 cm; diameter 6.8 cm","NK_collectie/images_remove_frame/9a93108b-258c-74c3-c66c-9c393bc31f6f.jpg"
"NK581","lepel","hoogte 26.5 cm; breedte 4 cm","NK_collectie/images_remove_frame/6b45e1e6-43da-dcbb-c344-2ccd2807b1fd.jpg"
"NK581","lepel","hoogte 26.5 cm; breedte 4 cm","NK_collectie/images_remove_frame/687c1d5a-cdf2-8eed-ace1-a875a16efdee.jpg"
